transaction_id,customer_id,transaction_date,product_category,product_name,quantity,price_per_unit,total_amount,payment_method,store_location
04a5da62-7fd4-4b19-9cbb-9d5ff312bab1,81cac5e9-d756-48e9-a7cb-c093583da170,2025-01-03 08:09:34,Toys,Executive Lime,6,369.52,2217.12,E-Wallet,Andersonbury
55302410-0e12-4751-acd4-1c0333e65493,8be5d715-f667-42db-b4c3-29e65c6473ac,2025-01-05 09:32:27,Toys,Health Lemonchiffon,2,75.13,150.26,Credit Card,New Carrie
116d192e-eaee-424c-849f-42a56256e787,f6833ebf-67d8-4d49-b401-aeff7964e196,2025-01-01 10:23:08,Electronics,Foreign Burlywood,6,146.24,877.44,Debit Card,West Brittanyfort
c3963824-c98e-457f-afbc-4669cabf7261,df5c4fbe-913c-4032-896f-5ea8c74d50e3,2025-01-03 03:21:25,Toys,Like Lightblue,4,446.55,1786.2,Debit Card,West Peter
ce9ac025-77af-4b1a-ae24-480823693181,9bf88700-602b-465e-841c-7b29ac33477b,2025-01-05 02:09:42,Home Goods,Claim Midnightblue,5,329.31,1646.55,Bank Transfer,Bruceburgh
2dd66c51-4f59-484b-9a5a-3c6cd3b91364,98f632f3-e07a-41d0-b54f-c51e0d6f0d12,2025-01-01 01:19:06,Toys,Voice Darkgreen,2,497.34,994.68,E-Wallet,Port Jasmine
a80ac2e5-3078-48d4-a2e2-5be116aa42b4,b3a54e55-0f71-4877-9e66-2fdf47689816,2025-01-02 20:52:07,Home Goods,Without Mediumspringgreen,8,289.61,2316.88,Debit Card,Ryanborough
cd957fca-ce03-4574-ab88-42d94044cc4a,4bd989a5-3109-44f4-a528-74cff8506508,2025-01-04 13:10:59,Health & Beauty,Voice Royalblue,6,420.49,2522.94,E-Wallet,Nelsonside
13065efe-5250-414d-9426-9d8ba29faff5,069a04e3-eaac-497f-ac55-dc60b9a7d3a7,2025-01-01 07:13:03,Home Goods,Stop Gainsboro,4,26.1,104.4,Debit Card,Davishaven
8fd848a6-1c61-4027-a406-54b290ac0ea8,b1c9f83d-1384-4cac-8f73-2518fa27373b,2025-01-03 18:22:31,Food,Blood Bisque,2,57.3,114.6,Cash,South Brian
d6466701-44ec-43b1-a649-4f930fdfe943,56e30311-fc57-49f0-b8df-cb55e99a515f,2025-01-01 06:24:11,Books,Number Palegoldenrod,2,109.7,219.4,Credit Card,Frankfort
75a0640c-ce6f-444a-a41d-a872158e2f9d,01494641-0dc4-4ca4-bc3e-e754ae43af67,2025-01-05 00:56:43,Books,How Darkgray,7,200.75,1405.25,E-Wallet,Reynoldsland
9a3413f9-06fa-44f8-a476-81f332cdc9aa,36e3540e-96ee-4677-b5ca-961de6175130,2025-01-04 04:16:28,Home Goods,Smile Blueviolet,9,320.62,2885.58,Debit Card,Dennisbury
ec0bdcf0-3c7f-4de3-9027-8c1db77d0c21,117fe7bf-fd6c-4f48-b441-f652c1cba1ef,2025-01-03 14:49:03,Electronics,Total Mediumorchid,10,44.31,443.1,Bank Transfer,Prattside
01b1dae0-94f4-407b-8c4b-421fef5839d7,bf64b571-e243-497d-8e09-962e5a23a3a1,2025-01-04 11:57:21,Toys,Use Crimson,10,383.57,3835.7,E-Wallet,Lake Matthew
a664b741-29b8-4ae8-9b7e-bf093ad2a077,98f56ae9-ebf7-4473-9afa-8c868ef99c31,2025-01-05 10:22:46,Books,Question Limegreen,10,394.26,3942.6,Debit Card,North Jennifer
d3d88c18-8449-48ac-a458-3799e3b53be7,3010372c-34a4-421f-98e6-6653db162a37,2025-01-02 19:24:09,Electronics,Charge Lightseagreen,6,261.88,1571.28,Bank Transfer,Fitzgeraldmouth
5c40b0e9-8703-41ee-a498-9d8cc485330b,9b5dcd80-9379-4d18-9b18-5fa496c6c01c,2025-01-03 02:04:54,Toys,Suddenly Lemonchiffon,9,80.11,720.99,Credit Card,Williamsburgh
2e1c458a-8d7f-41da-ad53-0b0ad105ea83,69072cf5-352a-4760-acd3-ff33a01b3858,2025-01-03 19:23:01,Health & Beauty,Old Navajowhite,6,381.98,2291.88,Cash,Jonesside
d2a143f5-0317-4969-982d-8007ba121d6d,e7252ce0-55fc-4bf9-ba25-6e19222ee7bb,2025-01-03 03:08:21,Food,Value Lightsalmon,10,159.22,1592.2,Cash,East Ronnie
08c74762-cdd0-44f8-bc5d-9d4f60f097f8,fb6986b6-fa10-4693-99a4-a008069b6ecb,2025-01-02 18:41:15,Electronics,And Fuchsia,3,219.71,659.13,Credit Card,Lake Ryanmouth
3a735006-a9de-41d5-93d9-b3200ea3bfae,1b51e626-3003-4397-a3af-47ff39c0264a,2025-01-01 18:32:39,Health & Beauty,Fill Bisque,3,103.61,310.83,Debit Card,West Lindashire
9f1a2e09-a4bc-48d4-8185-315caf9c18a5,5359dfe4-4a0b-4d63-a026-4ec50bbbf65d,2025-01-03 09:52:39,Clothing,And Gray,10,459.85,4598.5,Cash,Davisfurt
540f64a0-ee81-41c3-bf75-4e264670b67e,774c52e5-80d1-4d3e-8efd-b11fa53f6880,2025-01-01 01:17:57,Home Goods,Degree Slategray,9,82.56,743.04,Debit Card,Sanchezton
a53ce178-a003-4417-aa00-ecd818c61225,22457f18-706f-4a7f-a2c5-b33d4e8903ff,2025-01-05 07:34:26,Books,Admit Darkblue,8,474.72,3797.76,E-Wallet,Jacksonstad
87877373-884e-4268-952d-c45f2e46bb85,52cceb8e-1a44-40a6-b54e-d6200c51d728,2025-01-01 22:15:41,Food,Great Hotpink,2,91.54,183.08,Cash,West Holly
0263739d-ac83-4a70-8d7f-dc2d68929fa1,18d1c504-4805-45ca-a74c-ce70c3c86fbd,2025-01-04 16:17:17,Books,Person Lightpink,6,115.58,693.48,Cash,North Frankberg
713bb03b-dd5d-44c8-abd8-7ca9ec5c55e1,f746b4f7-9353-49d8-a0a5-50030df2b4af,2025-01-05 03:04:55,Clothing,Remain Chocolate,2,433.56,867.12,Credit Card,East Erin
7b5463b2-6974-49c8-aafe-634834fe780d,77df5a24-cfc4-4e14-9160-10d8128cc6af,2025-01-02 15:13:44,Toys,Tend Thistle,9,204.27,1838.43,Bank Transfer,Rileyberg
de0b1120-1c49-4369-8b41-2fbdbe552ba0,074a0760-76de-4bc4-90f5-b04a2b856671,2025-01-03 08:57:53,Electronics,Official Orangered,8,267.55,2140.4,E-Wallet,East Courtneytown
33a6a089-5dce-4608-bd33-a7aec1682565,24b79184-9dbc-4838-a3b5-a4001b6c48fb,2025-01-02 11:30:01,Food,Popular Midnightblue,8,474.28,3794.24,Bank Transfer,North Matthew
4f1a70ad-5174-4d64-a1cc-6bd8e16a5dff,185c3a77-b968-4b24-b4bd-45564ad3f6af,2025-01-05 01:10:06,Food,Assume Darkorchid,6,41.73,250.38,Cash,Moranmouth
f6b463e8-d048-4fb4-af98-d8acc971b577,a5839053-9ead-4c1c-8221-3caf347649b5,2025-01-05 06:54:13,Food,Rock Cornflowerblue,9,237.46,2137.14,Credit Card,Michaelside
9fc468f4-f128-4df9-9d90-5ccb418f13f3,bd47b271-e2a6-4ffb-b835-e2785bc3ea8f,2025-01-02 19:57:49,Food,Discover Lightskyblue,10,131.35,1313.5,Debit Card,North Javierburgh
0db7e168-b1a0-452a-9905-b7803d206432,78959b11-b5ef-481a-bbae-3635da34ce4b,2025-01-05 01:45:00,Books,All Fuchsia,6,215.22,1291.32,Bank Transfer,Andrewburgh
41f5bcc1-5eaa-45c2-8864-697b1bc86580,add3abf7-b96c-4177-9e1f-f61921afd8cd,2025-01-02 11:30:23,Health & Beauty,Price Aquamarine,3,193.71,581.13,Cash,Johnsonland
05f4ac91-f521-4514-8492-c4cb47d232b7,8b2edb86-1875-4773-8500-8328fcc6c75c,2025-01-05 05:23:23,Books,Catch Antiquewhite,8,455.78,3646.24,Credit Card,New Timothy
a5408ca3-ac52-4191-9ed3-b7a4bdec8895,3df2a7c0-1708-4016-b646-27fd850d8aa9,2025-01-05 08:12:28,Home Goods,Purpose Turquoise,10,299.49,2994.9,Credit Card,Ramirezshire
a77f7e65-5b0c-4389-bd6a-ed0b66db5692,8f1ec53c-048b-409c-8e46-fda8e70233b3,2025-01-02 18:05:27,Home Goods,Successful Sienna,6,305.7,1834.2,E-Wallet,South Lisahaven
96f52228-ffb8-4158-9ba3-8617bc7f6b63,d0ee5636-4c7a-4db7-8e13-5d7009527d63,2025-01-04 06:33:43,Health & Beauty,Cell Gainsboro,1,223.06,223.06,Cash,North Brandonville
d12ee000-16c8-4efc-9d3f-34f31c210ed3,03795452-3dd8-4a78-971d-2da784a7af87,2025-01-02 19:48:59,Toys,Radio Forestgreen,3,383.38,1150.14,Credit Card,Lake Stevenfurt
99b05b04-461c-4a09-a832-33b807e54343,0310b936-286c-4d46-9a80-a7f13d531dd8,2025-01-03 16:36:10,Toys,Card Palevioletred,5,366.71,1833.55,Debit Card,Mortonville
d529f5e4-b835-4851-892b-cec4342d25ff,565abad0-9bcd-49c4-8ea7-03895d77dee6,2025-01-02 22:05:28,Electronics,Type Lawngreen,1,345.99,345.99,E-Wallet,Williamschester
fe59c6bb-cad9-4fd7-84db-1d3d2c6db6ec,f893e817-904f-4900-9a2c-9a364e159d5a,2025-01-01 03:09:12,Books,Next Yellow,8,87.35,698.8,Cash,South Derekland
b705f71b-93c2-4916-a34c-8bd4272c2c6a,fe9dd74f-e1b5-4d9f-90c3-970b72e4ffa5,2025-01-02 21:10:52,Toys,Peace Springgreen,4,452.61,1810.44,Credit Card,West Danielmouth
34dd9fbc-b916-4c9c-9210-ff4b86de06db,1b26f079-465a-45e4-8d63-1e941184ea1f,2025-01-05 04:48:22,Home Goods,Against Darkgreen,8,72.44,579.52,Bank Transfer,Michaelstad
b9d9fd54-cf82-4c29-b290-b4c713c0c6e7,c97c107c-5e5a-4bec-8b09-859b3e7d160b,2025-01-04 09:09:24,Food,Official Honeydew,8,348.91,2791.28,Credit Card,Richardville
1bb3fa75-a5aa-4dc3-8876-351f0318814d,7e54893b-9b28-4271-8f89-88a1563c28e5,2025-01-02 11:53:32,Clothing,Customer Moccasin,4,260.56,1042.24,Credit Card,Lake Christopherton
46f15eac-b9d2-46a1-87ae-91dda2dd606a,979ecb6e-13fd-4d01-92ef-540152130055,2025-01-01 07:20:22,Home Goods,Test Darkseagreen,6,134.08,804.48,Credit Card,Parkerfort
2f4c75aa-29d2-4b53-84ac-492818f17f31,58773a1e-8390-4ea8-a381-15d10413fe2d,2025-01-03 07:06:58,Electronics,Follow Gainsboro,10,38.96,389.6,Bank Transfer,Lake John
5cebfada-c639-47e8-a20c-3e8597d04788,5d554519-44cc-4ae8-983f-8a63812d1703,2025-01-04 09:10:17,Toys,Everything Indigo,6,46.54,279.24,Debit Card,New Darleneville
61bf9ffa-fa17-4b47-9c27-c9fdef725437,36c7b9e1-a4c9-49c1-a4c1-c2d859cf6590,2025-01-03 00:59:25,Electronics,Who Lightgoldenrodyellow,9,490.59,4415.31,Bank Transfer,Port Jennifer
9821a3aa-4325-4c49-9f55-2f9a12af803c,f6d41410-1c3d-4918-a5e5-16e2452f4118,2025-01-03 05:22:31,Clothing,Camera Yellowgreen,5,398.69,1993.45,Debit Card,Thomasmouth
aa2ec758-4a32-4810-9f88-236aa172cc0e,f711e1de-a0a8-4240-bb70-bc5549a7eb7c,2025-01-05 02:03:58,Clothing,Hand Yellowgreen,6,429.61,2577.66,E-Wallet,East Brianfurt
cf7a48e1-a199-49a6-afac-dc2cefaf5d0d,0c90d102-35d6-457a-ae87-27724b39b4de,2025-01-03 15:37:13,Clothing,Less Aliceblue,6,206.41,1238.46,Debit Card,North Terry
e0a567e2-c8f5-435f-a5bd-d70c0700509b,33ace3da-f6b1-4e86-a5f9-0bbfff5f5233,2025-01-02 00:44:22,Clothing,Single Olivedrab,6,275.07,1650.42,E-Wallet,North Anthonyberg
08028da8-9df7-453b-9794-68d25d1576ea,0a6cf49d-15e3-4a15-b21a-5134866b1352,2025-01-02 02:40:08,Food,Wall Darkseagreen,4,393.97,1575.88,Credit Card,Torresberg
1931e4a2-e44b-4a59-bde5-e85234e120c0,0d8fd0ed-3d8c-454a-956d-888b023bfd17,2025-01-03 09:05:06,Food,Mr Lightsteelblue,5,448.67,2243.35,Debit Card,North Craig
84a11c5a-1930-4ff9-8e77-dc59033a0fcd,c2419e81-e76f-416f-bb53-09abb464f353,2025-01-04 12:06:41,Food,Religious Rosybrown,9,145.39,1308.51,Bank Transfer,Jessicastad
551183de-5aa2-47be-8e59-e5e14c92facc,ea188c35-7346-4503-867b-e7da269d2cb1,2025-01-02 17:26:08,Toys,Add Paleturquoise,1,117.41,117.41,Credit Card,Maryshire
bf78acd4-1c8a-4dbc-a0aa-cec6b731fe0f,a87b884b-540a-4762-a52e-e2ab4a530ebe,2025-01-03 21:10:54,Toys,Send Gainsboro,1,222.66,222.66,Credit Card,Patrickmouth
c7974b3e-e88e-4cc1-a523-96b7e941ad82,678a19a9-95d0-4520-8d5b-0e580155960d,2025-01-05 14:06:03,Food,Scene Lightsalmon,10,245.31,2453.1,Debit Card,Ballardborough
f1ecbb71-7520-4e96-9ecd-17286b09c491,eba5c605-b5e5-4d22-bc48-b83de35dffae,2025-01-02 11:12:38,Clothing,Sea Steelblue,10,192.35,1923.5,Debit Card,Rachelport
95d8429d-7e2b-4ffc-bdf4-a56551b7c93a,ee316d86-4022-4e90-bb81-e882c109b1b6,2025-01-01 03:10:43,Clothing,Real Blanchedalmond,2,196.2,392.4,Cash,New Charles
e9e51035-aefe-4f0d-bfc7-2fb2e0aeff56,dde3e6da-b5c2-47d6-9f7f-dac6bf8f554e,2025-01-05 10:03:13,Toys,Half Moccasin,1,242.81,242.81,E-Wallet,East Lauraport
61ac45ae-379e-4882-b2fe-7ff6fa695e6c,840b95e0-9114-486b-9162-6d0b52cc6f6c,2025-01-01 12:17:12,Health & Beauty,Strong Darkviolet,3,209.21,627.63,Debit Card,Port Justin
6398e8da-a1d9-40dd-a09b-4c340ad7336e,f35a9462-0049-41d5-acf3-045ced4c2bf0,2025-01-04 14:54:02,Food,Race Crimson,1,204.21,204.21,Credit Card,North Jessica
cd8e8611-dcd5-49e4-9938-19ec3a596f3d,6539dda2-ed02-40d4-8ef5-fa188a77d561,2025-01-04 12:02:13,Electronics,System Goldenrod,5,472.5,2362.5,Bank Transfer,East Roger
cabd048c-286d-4297-aafa-b3eab7cacf3d,200a78e0-8cc0-4928-b024-e4dc5676d74d,2025-01-01 09:30:46,Toys,Population Palevioletred,5,293.67,1468.35,Credit Card,Hallport
f5357d0d-4c68-4ef1-8aa1-25869414c31d,890b27a0-17c2-45ed-8498-9cfab4fb9af9,2025-01-03 13:31:17,Health & Beauty,Store Salmon,5,176.78,883.9,Cash,Lake Christopher
a4b9f425-dac8-49b3-81fb-5003e4bae7bc,ee8756e8-d55b-47b5-856c-12351161f12c,2025-01-05 08:39:10,Electronics,Guess Darkviolet,2,397.48,794.96,E-Wallet,New Michael
0d56907b-db54-43ef-8d7a-e0777889ee4e,29740e74-717c-4fef-ba4b-fcb01fc6248c,2025-01-03 11:57:09,Clothing,Bad Cornsilk,2,40.93,81.86,Bank Transfer,North Michaelton
b497ba64-fd66-40e0-bffb-e11ace69c9c6,10bd2ecd-0830-42ff-9e99-40c545483617,2025-01-01 13:18:24,Toys,Clearly Mistyrose,10,165.64,1656.4,Debit Card,Woodsland
280ec1d6-c6e5-463b-bc47-47fb72e8970d,3a1ddf3e-9674-40c1-92d7-3a38a5f1902d,2025-01-05 01:16:50,Electronics,Us Lightpink,1,476.81,476.81,Bank Transfer,Christopherfort
ff89bbf3-e39c-4641-9ff3-d14c08282322,23ab8ef4-fd10-4a8b-a020-1c9070d204d9,2025-01-05 10:41:41,Home Goods,Note Mediumspringgreen,8,15.29,122.32,E-Wallet,West Lauren
12780592-a1e8-434d-83d0-dbe27dd13279,eb53fc82-76dd-4419-bb04-0667080775f8,2025-01-04 00:07:22,Health & Beauty,Employee Darksalmon,10,437.23,4372.3,Credit Card,Carlosberg
c6216102-94c3-43c6-8a20-618a2ca53d98,98190fb4-d38d-40f5-aa5e-aea63c5adcd4,2025-01-02 02:23:12,Toys,Main Mistyrose,8,226.98,1815.84,Cash,East Samanthaside
ed3e9913-719b-40c9-ae85-377ce2a949f9,352e21ad-f4b8-424e-87b9-cad4bc81229f,2025-01-04 11:32:47,Electronics,Teacher Lavender,4,207.86,831.44,E-Wallet,Port Pamela
ef8415a8-45e7-4727-9b06-b8a64b1bd205,ae8d1916-d3ce-4f3b-bafa-0772fc0d3f65,2025-01-04 17:52:56,Clothing,Body Mistyrose,8,358.87,2870.96,Debit Card,Robertsonstad
f67f046c-967b-49b6-bdf9-9a8b9ef665a8,d49fcae0-c12d-4840-9e6c-6f45e98ba698,2025-01-01 20:07:00,Clothing,Suddenly Forestgreen,9,350.67,3156.03,E-Wallet,Mendozaport
1ec114c5-0ea2-4e10-ac3c-551d74368fe2,da228413-84a8-4333-b5db-ea753907de9a,2025-01-02 09:07:56,Health & Beauty,Realize Yellowgreen,10,429.75,4297.5,E-Wallet,Bruceshire
19faeaa2-d71f-474f-8047-037080e57add,82fcb9c5-ef7d-4eff-988f-0a080869d4df,2025-01-04 16:25:22,Electronics,Road Aqua,7,384.25,2689.75,Debit Card,Port Williamstad
7f5f0401-178b-4679-b204-b720fc1a195a,1cc5123a-4026-409a-a69d-23534dc3193e,2025-01-04 17:10:30,Food,House Mistyrose,4,485.82,1943.28,Cash,Watersfurt
2d74fc45-88b8-4a61-a086-f30def87a559,a8c2738d-1df4-4c23-8927-2653fa2980c9,2025-01-01 21:06:27,Clothing,Heavy Crimson,1,87.35,87.35,E-Wallet,Torresfurt
eb7a56d3-028e-4853-a3f2-8e7e4f83a9a7,8796124b-6367-4059-b69e-cdc5bc3bc85a,2025-01-04 02:16:56,Home Goods,Really Lightsalmon,9,328.27,2954.43,Bank Transfer,Lake Janice
d7ada30f-4de1-4224-a16b-347c6178ac5b,7b7c69ee-f9ec-47d1-9e33-33c336424068,2025-01-02 20:18:30,Health & Beauty,Indicate Brown,2,494.09,988.18,E-Wallet,Russellhaven
61477abd-287d-48d4-b414-08617949afe1,373d1816-5e92-4a1c-8dcf-1303e99c2a37,2025-01-04 05:11:58,Health & Beauty,Indeed Darkgreen,2,63.83,127.66,Bank Transfer,West David
bc8aefe0-ec7e-4d9a-a400-c8920368ae8a,799abd94-203e-473a-9405-a75a2087581f,2025-01-01 03:46:40,Health & Beauty,Worker Darkseagreen,4,149.38,597.52,Bank Transfer,North Debraport
2093d41f-9031-4fe6-8c9c-5e0c19f3405e,7d11143f-9223-436b-a9af-1eca490a0673,2025-01-04 16:05:41,Electronics,Leg Deeppink,2,258.65,517.3,Cash,East Jameschester
9082765c-6596-4878-8d6d-3f60bf0307c7,3a0e5940-41c4-47ca-b6b7-e2d5bbd4d1f4,2025-01-02 17:19:48,Food,Certain Antiquewhite,2,242.79,485.58,Bank Transfer,West Grace
53a13cd5-5416-4bfe-88ab-3b286bb10f8e,36082613-bf6e-4698-8211-01664e97b5ac,2025-01-05 14:23:17,Electronics,Rich Limegreen,10,447.27,4472.7,Bank Transfer,South Amy
a6e86258-e218-4d7f-8631-2a7528d9f23d,4274b139-2e57-4d7c-9495-a7c235b6a389,2025-01-01 01:31:35,Electronics,Energy Darkviolet,4,27.31,109.24,Debit Card,Port Christopher
e3a55d4f-81c3-45bf-a2cf-56021f0a153e,278dabbb-3a41-4f11-9dd6-31dec6bbe362,2025-01-02 23:32:49,Books,Within Lightcoral,3,298.5,895.5,Bank Transfer,Taylorville
f7d1eea6-5d70-47d3-8525-ea0a62f03f9b,6e6538ec-0e71-40e9-9dbc-d3d6131df8d7,2025-01-05 10:53:06,Toys,Until Palegreen,8,380.31,3042.48,E-Wallet,North Amber
0ec21906-0b86-47a4-8291-7b905cd64871,707adba0-c796-4286-9e9a-fcd1a014a8cc,2025-01-02 07:33:20,Home Goods,Stock Darkgreen,5,408.95,2044.75,Credit Card,Jonestown
94e9a6a0-18fc-43cb-9fad-3a350203be8a,ab4dc6d3-2bf1-436f-86ae-b5aa6052d9ad,2025-01-01 07:31:24,Health & Beauty,To Cornflowerblue,9,85.69,771.21,Debit Card,Gregoryhaven
9986b933-6b8c-4bce-aa54-b83cbac6fb0e,9a96b9e8-6135-4f3a-bb91-7e8fd1cfa00d,2025-01-03 21:26:22,Electronics,Somebody Wheat,10,17.62,176.2,Cash,Jamesstad
b087145f-11c8-461c-97bd-326e27e967d8,2b0b9b64-92d9-480b-9aae-54e75b99cc91,2025-01-01 10:17:18,Clothing,Science Turquoise,3,190.18,570.54,Bank Transfer,Williamfort
78d746bd-41f7-48ec-b9ec-003183123050,9eb9d1b8-5b45-4153-ac12-c5adc6fc2064,2025-01-02 14:05:55,Health & Beauty,Worker Plum,9,28.17,253.53,Debit Card,Port Theresaside
ca5ac9f1-63ea-437c-9d45-6a51e2baacb7,b161f71c-c752-4fce-8546-f295071514bc,2025-01-03 12:14:18,Books,Step Orchid,1,211.72,211.72,Debit Card,Kariville
7ef3d630-a9c7-4274-b826-7dc41d928107,d1ee017a-4795-44c0-820a-b2fc758bd1f3,2025-01-02 02:09:48,Clothing,Paper Cadetblue,7,72.39,506.73,Debit Card,Sylviafurt
afc67bc6-1d0a-4d06-9ac1-dd50123c276f,2936a865-9612-48d1-ad24-32f5ff635936,2025-01-05 14:39:43,Books,Bed Mediumseagreen,2,458.08,916.16,Bank Transfer,East Markville
4744b2ea-dc8e-4e57-af6c-cbaebf97f4eb,6c7cc93b-9468-4697-a284-ddd064f25efa,2025-01-04 09:59:46,Clothing,Only Brown,4,298.91,1195.64,Bank Transfer,New Billystad
